year,insurance_type,region,earned_premium,incurred_loss
2015,Long-term Care,Texas,11910848,12045336
2024,Critical Illness,California,10834256,7813016
2020,Dental & Vision,Texas,8391011,6223492
2024,Long-term Care,Florida,6146652,6380325
2021,Long-term Care,Indiana,2440292,2299475
2015,Accident Insurance,Massachusetts,6106669,5457002
2019,Dental & Vision,Texas,11352369,9448114
2021,Accident Insurance,Virginia,4381529,2830842
2018,Accident Insurance,New Jersey,4562496,3990735
2016,Critical Illness,North Carolina,4388101,3428379
2024,Accident Insurance,Illinois,4944223,3162513
2016,Indemnity Health,Massachusetts,3985699,3892293
2021,Accident Insurance,North Carolina,5174410,4657468
2023,Critical Illness,New Jersey,5319540,3494185
2016,Cancer Insurance,Ohio,5306153,3017112
2015,Critical Illness,Virginia,4401766,3128328
2021,Long-term Care,Ohio,5965476,7191209
2016,Accident Insurance,Missouri,3783870,2927471
2021,Accident Insurance,Ohio,4997100,3661058
2024,Long-term Care,Massachusetts,5301141,5520461
2018,Cancer Insurance,Virginia,4783446,4125379
2017,Long-term Care,Indiana,3721472,4476081
2022,Cancer Insurance,Florida,7786572,6753241
2020,Dental & Vision,Maryland,4442581,4002222
2021,Accident Insurance,Illinois,6325432,5786041
2020,Critical Illness,Florida,7051346,5814409
2015,Dental & Vision,Indiana,2832604,2032505
2015,Long-term Care,North Carolina,3237320,3095418
2017,Long-term Care,Indiana,3944313,4506016
2015,Cancer Insurance,Washington,4840448,3920860
2018,Indemnity Health,Pennsylvania,5315950,5670534
2023,Critical Illness,Georgia,4201787,3426670
2024,Indemnity Health,Massachusetts,4368774,5132153
2018,Indemnity Health,Illinois,7081064,6347156
2016,Critical Illness,Maryland,3975899,2004569
2017,Critical Illness,Missouri,4152564,2265996
2022,Accident Insurance,New York,10571729,7043978
2023,Critical Illness,Florida,7029472,5398662
2016,Long-term Care,North Carolina,3381809,3432371
2016,Cancer Insurance,Texas,11570148,7769480
2015,Dental & Vision,Maryland,3267898,2535228
2023,Accident Insurance,Ohio,4953160,4122544
2015,Indemnity Health,New Jersey,5209829,5134826
2018,Critical Illness,Georgia,4766973,2951277
2024,Dental & Vision,Texas,7784127,6728464
2024,Long-term Care,Tennessee,4333615,4411368
2018,Indemnity Health,New York,11253943,9331260
2023,Cancer Insurance,Arizona,3828606,3413601
2017,Long-term Care,Virginia,4056324,4197423
2018,Dental & Vision,Missouri,3633625,2828653
2020,Dental & Vision,Tennessee,3170493,2814343
2017,Dental & Vision,North Carolina,3810538,3079711
2019,Critical Illness,Missouri,2326456,1807202
2024,Long-term Care,California,13256186,14324647
2024,Long-term Care,Illinois,4531671,4321513
2023,Cancer Insurance,Missouri,2378259,1802140
2021,Cancer Insurance,Missouri,2847941,2266214
2024,Critical Illness,Florida,9649817,8205157
2015,Indemnity Health,California,14273412,13953583
2019,Accident Insurance,New Jersey,6410907,4828390
2019,Cancer Insurance,Arizona,3226457,2533043
2020,Accident Insurance,Tennessee,4445890,3780847
2019,Critical Illness,Missouri,2893853,2122785
2021,Dental & Vision,Arizona,2964106,2645280
2021,Accident Insurance,Arizona,3946575,2643403
2022,Critical Illness,Maryland,4729182,3034454
2019,Cancer Insurance,Arizona,3392637,2444006
2018,Cancer Insurance,Virginia,5097295,4535035
2015,Cancer Insurance,Tennessee,3910377,2811174
2019,Cancer Insurance,Florida,8897941,8106010
2023,Dental & Vision,Pennsylvania,6964964,5896754
2017,Long-term Care,Washington,4247886,3729294
2018,Long-term Care,California,12689360,12367469
2020,Critical Illness,Washington,5189212,4321605
2020,Critical Illness,Pennsylvania,4782731,4188469
2019,Long-term Care,New York,12957769,11649824
2021,Critical Illness,Florida,7714923,5653864
2020,Indemnity Health,Michigan,4665981,4573444
2021,Accident Insurance,California,11694992,7521999
2021,Indemnity Health,Pennsylvania,4476332,4180674
2016,Critical Illness,Massachusetts,4982481,4243783
2022,Dental & Vision,Missouri,3423393,3027518
2024,Accident Insurance,Indiana,3021932,2169598
2019,Dental & Vision,Ohio,5379885,4558235
2023,Critical Illness,Missouri,3606716,2058169
2023,Cancer Insurance,North Carolina,3984196,3354864
2023,Indemnity Health,Georgia,3585595,3488123
2016,Accident Insurance,Washington,4412369,3638450
2022,Accident Insurance,Wisconsin,3146965,2569916
2024,Indemnity Health,Pennsylvania,5974321,5536422
2018,Critical Illness,New York,11987733,10281705
2019,Accident Insurance,Arizona,2876161,2643342
2015,Accident Insurance,New York,8247324,7593220
2017,Long-term Care,Pennsylvania,5490745,4900982
2022,Critical Illness,North Carolina,4071380,2798598
2022,Long-term Care,Washington,4122891,5181311
2022,Accident Insurance,Missouri,2624882,2313876
2018,Indemnity Health,Indiana,2509514,2020914
2023,Cancer Insurance,Tennessee,3281869,2281831
2023,Accident Insurance,New York,9910974,9174065
2022,Accident Insurance,Indiana,2894909,2849755
2021,Critical Illness,Ohio,5007750,4526410
2016,Accident Insurance,Missouri,2674820,1869314
2020,Critical Illness,Ohio,4768290,2585499
2020,Long-term Care,Indiana,2535785,2729750
2024,Critical Illness,Georgia,3639759,3188491
2024,Critical Illness,Michigan,3049247,2123174
2021,Critical Illness,California,11193868,9922268
2019,Dental & Vision,Virginia,4655314,3446389
2017,Accident Insurance,Arizona,3446609,3498370
2018,Accident Insurance,Virginia,5059309,3869224
2017,Indemnity Health,Missouri,4197359,3428912
2018,Indemnity Health,Maryland,4485709,4594594
2019,Cancer Insurance,Missouri,4155810,2935323
2020,Accident Insurance,Maryland,4012208,3068174
2021,Long-term Care,Georgia,3650698,3472224
2016,Indemnity Health,Arizona,4770561,4456611
2018,Long-term Care,Indiana,2429557,2728294
2018,Indemnity Health,Georgia,4914861,4430167
2018,Critical Illness,Massachusetts,5204820,3214454
2016,Critical Illness,Maryland,3175974,2124110
2020,Critical Illness,Indiana,2942600,2603141
2020,Cancer Insurance,Massachusetts,5973890,4859108
2018,Dental & Vision,Texas,11386563,9027384
2019,Dental & Vision,Ohio,5742011,5301347
2017,Long-term Care,Washington,5383488,5559539
2018,Cancer Insurance,Washington,4225177,3491047
2023,Accident Insurance,Wisconsin,2908991,2316426
2024,Indemnity Health,Georgia,5427938,4500960
2023,Long-term Care,North Carolina,4821188,5680457
2020,Dental & Vision,Tennessee,3924440,3583326
2018,Indemnity Health,Virginia,5426696,4713803
2020,Long-term Care,Wisconsin,3082951,3926180
2022,Critical Illness,New York,10499356,5840847
2023,Dental & Vision,Wisconsin,3650193,2499945
2015,Dental & Vision,Georgia,3328949,2812313
2024,Cancer Insurance,Maryland,4693901,4095578
2018,Cancer Insurance,New York,11895695,8045834
2022,Critical Illness,Wisconsin,3019504,2187193
2019,Critical Illness,Virginia,3283378,2490190
2021,Indemnity Health,Missouri,2970834,2645955
2016,Indemnity Health,California,9053264,7041724
2018,Long-term Care,California,14318487,14730110
2016,Accident Insurance,New Jersey,3801035,2905572
2022,Dental & Vision,Massachusetts,4925974,3454121
2021,Long-term Care,North Carolina,3244197,3049444
2019,Cancer Insurance,Maryland,3922409,3303718
2017,Long-term Care,Virginia,4021479,4430745
2020,Indemnity Health,Indiana,3689132,3529600
2017,Long-term Care,Indiana,3168811,3912525
2019,Critical Illness,Illinois,5045516,2794225
2023,Cancer Insurance,Missouri,3558573,3143400
2019,Dental & Vision,New York,11317089,8523216
2022,Critical Illness,Florida,8658489,7098910
2016,Accident Insurance,California,10509242,8860812
2015,Cancer Insurance,Ohio,5867650,4901721
2016,Indemnity Health,Illinois,5143761,3763318
2021,Accident Insurance,California,9828090,8562646
2021,Indemnity Health,Arizona,2955080,2417860
2015,Dental & Vision,North Carolina,4815804,3102929
2018,Accident Insurance,California,11519470,10415575
2017,Accident Insurance,North Carolina,4299674,2630417
2024,Cancer Insurance,New Jersey,6110391,3710556
2019,Long-term Care,Indiana,2611301,2879690
2021,Indemnity Health,Ohio,3566020,2688052
2016,Accident Insurance,New York,8842541,8645281
2020,Dental & Vision,Missouri,2987651,2048072
2019,Dental & Vision,Indiana,2653477,2038184
2019,Dental & Vision,Florida,7574109,5245468
2015,Critical Illness,New Jersey,4350037,3775079
2022,Accident Insurance,Virginia,4789336,4882668
2015,Cancer Insurance,Indiana,3158374,2021371
2016,Accident Insurance,Texas,7879481,5305128
2019,Long-term Care,Massachusetts,3764893,4290565
2021,Cancer Insurance,North Carolina,5214347,4958269
2016,Cancer Insurance,Texas,8768900,7025767
2020,Long-term Care,Pennsylvania,6908459,7410261
2016,Dental & Vision,Virginia,4952546,4050215
2023,Accident Insurance,Wisconsin,4246868,3508262
2021,Critical Illness,Georgia,3950914,2358681
2016,Dental & Vision,Arizona,3820709,2833755
2018,Cancer Insurance,North Carolina,5639103,5040776
2024,Cancer Insurance,Wisconsin,3943580,3638045
2021,Critical Illness,Washington,3937154,3485429
2019,Long-term Care,Michigan,4619616,4883799
2019,Indemnity Health,Washington,4111986,3357102
2022,Critical Illness,Illinois,5325642,4056171
2024,Indemnity Health,Missouri,3674985,3510726
2023,Dental & Vision,Florida,8497120,6106736
2016,Accident Insurance,California,13825494,9390125
2017,Dental & Vision,Virginia,4821951,3612839
2021,Accident Insurance,New York,10076221,6740519
2016,Accident Insurance,North Carolina,3363837,3082952
2015,Cancer Insurance,Florida,9263239,6362504
2016,Critical Illness,Tennessee,4300950,2587256
2016,Cancer Insurance,Arizona,3828281,2813654
2023,Dental & Vision,New Jersey,4173905,2821048
2022,Long-term Care,North Carolina,4450393,4214425
2019,Dental & Vision,New Jersey,4181100,3053192
2017,Indemnity Health,Michigan,3903760,3904463
2018,Indemnity Health,Illinois,5521862,5939543
2020,Accident Insurance,New Jersey,5362138,5113015
2018,Long-term Care,Arizona,3520402,3610977
2023,Long-term Care,Massachusetts,5632904,5892467
2021,Accident Insurance,Maryland,4456346,3626559
2022,Cancer Insurance,Georgia,4208580,2799263
2016,Accident Insurance,North Carolina,4027819,3288751
2023,Critical Illness,Massachusetts,4566439,2621940
2023,Cancer Insurance,Illinois,5889897,4321884
2018,Critical Illness,Tennessee,3671026,2703658
2020,Cancer Insurance,Missouri,4150072,2566543
2023,Indemnity Health,California,12872906,12779440
2022,Accident Insurance,Tennessee,3474548,3195920
2023,Indemnity Health,Florida,6769395,6608725
2019,Indemnity Health,New York,9782600,10046046
2020,Dental & Vision,Washington,3945696,3050178
2017,Indemnity Health,Wisconsin,2572410,2065923
2022,Cancer Insurance,Pennsylvania,4430580,2939668
2023,Accident Insurance,Missouri,4071189,3195372
2015,Cancer Insurance,Texas,10508774,5787288
2021,Dental & Vision,Illinois,6694626,4553219
2019,Long-term Care,Massachusetts,5059343,5146083
2021,Accident Insurance,Tennessee,3681619,3016185
2024,Long-term Care,Georgia,4723194,4745389
2020,Dental & Vision,Massachusetts,5362031,4406257
2024,Accident Insurance,North Carolina,5121769,4150972
2018,Accident Insurance,Michigan,3599162,2879913
2020,Cancer Insurance,Ohio,4937786,2881058
2023,Long-term Care,Washington,3644789,3120793
2019,Dental & Vision,Georgia,4721848,3682852
2022,Cancer Insurance,Arizona,2874623,1834174
2023,Dental & Vision,North Carolina,4987821,4638795
2015,Indemnity Health,Florida,8512155,6498101
2016,Long-term Care,Illinois,5004802,4687326
2022,Indemnity Health,Tennessee,3704042,3855009
2016,Long-term Care,Wisconsin,3522851,4210069
2017,Dental & Vision,Arizona,3520558,3071581
2023,Dental & Vision,Virginia,3465256,2718102
2023,Dental & Vision,Washington,5791738,4960010
2015,Indemnity Health,Missouri,3673175,3560523
2016,Indemnity Health,Florida,9968870,7820138
2020,Cancer Insurance,Maryland,4850930,3226061
2020,Critical Illness,Maryland,3221751,1596359
2023,Indemnity Health,Tennessee,4037592,4213063
2023,Accident Insurance,Washington,4843949,3182854
2020,Accident Insurance,Maryland,5095883,4023513
2017,Critical Illness,Missouri,2972628,1513032
2015,Long-term Care,Wisconsin,2418462,2099757
2019,Indemnity Health,Washington,4504748,4536406
2019,Cancer Insurance,Texas,11845234,8506836
2018,Cancer Insurance,Tennessee,2927497,1868911
2018,Long-term Care,Michigan,3876861,4727826
2024,Critical Illness,Georgia,4842023,4319712
2019,Long-term Care,Florida,8544685,9975623
2019,Indemnity Health,Georgia,5005109,4811217
2020,Critical Illness,Virginia,4925362,3399166
2024,Dental & Vision,Florida,6297237,5669052
2016,Accident Insurance,Massachusetts,4020301,2635599
2020,Dental & Vision,Illinois,4815012,3362143
2023,Long-term Care,Tennessee,3559719,4263260
2019,Indemnity Health,Florida,7403449,7812407
2019,Cancer Insurance,New York,8418916,5484992
2022,Dental & Vision,Georgia,4566489,3637757
2016,Accident Insurance,Indiana,2394721,1777998
2018,Long-term Care,Tennessee,3492901,3531257
2016,Indemnity Health,Virginia,4409097,3721795
2019,Accident Insurance,Massachusetts,5025486,4592227
2020,Cancer Insurance,Texas,11368931,6740891
2023,Dental & Vision,Michigan,3629673,2716810
2018,Indemnity Health,Florida,8197890,8583282
2024,Accident Insurance,New Jersey,4684796,3269122
2024,Dental & Vision,Virginia,4275423,3196531
2018,Accident Insurance,Arizona,4636730,4274201
2020,Accident Insurance,Wisconsin,2426438,1657357
2017,Dental & Vision,Georgia,4734380,4123921
2020,Accident Insurance,Michigan,4459701,2891377
2023,Long-term Care,Texas,7714004,8556940
2022,Dental & Vision,Virginia,4839335,3826249
2015,Long-term Care,Ohio,3645661,3979083
2022,Dental & Vision,California,11091982,8658771
2022,Dental & Vision,Georgia,4991364,3779606
2017,Long-term Care,New York,8027919,8984657
2019,Long-term Care,New York,10682397,11562472
2021,Accident Insurance,Florida,9640731,9531994
2022,Dental & Vision,Pennsylvania,4668114,3260171
2022,Critical Illness,Arizona,3528598,2501018
2015,Cancer Insurance,Georgia,4440482,3705086
2015,Indemnity Health,Arizona,3959723,4087432
2024,Dental & Vision,Washington,5032568,4618769
2015,Dental & Vision,New York,9542488,8111832
2024,Accident Insurance,Ohio,5794989,4016522
2021,Dental & Vision,Michigan,4398433,3349601
2022,Long-term Care,Pennsylvania,6873757,6288159
2023,Indemnity Health,Maryland,3139145,3025685
2018,Critical Illness,Georgia,3598125,2283025
2017,Cancer Insurance,Virginia,3548432,2618494
2019,Accident Insurance,New York,8515336,5931057
2015,Long-term Care,Maryland,4858344,5905714
2018,Dental & Vision,Illinois,5077383,3824166
2016,Cancer Insurance,California,11972097,11609788
2022,Dental & Vision,Michigan,4638702,4470687
2022,Cancer Insurance,North Carolina,4765553,4191635
2023,Dental & Vision,Wisconsin,2595038,2632412
2017,Accident Insurance,Ohio,5595828,4821842
2022,Long-term Care,Michigan,3889019,4391306
2023,Dental & Vision,Texas,10608157,7384925
2023,Critical Illness,Florida,7507486,4732295
2024,Indemnity Health,Massachusetts,5322446,4501347
2017,Cancer Insurance,Massachusetts,4510137,2625897
2022,Dental & Vision,Virginia,4396644,3895584
2024,Dental & Vision,Arizona,2999924,2155739
2018,Critical Illness,Pennsylvania,6717538,5433193
2016,Cancer Insurance,Arizona,3397130,2511761
2018,Critical Illness,Illinois,5665748,4065715
2022,Critical Illness,North Carolina,4562767,3972828
2015,Accident Insurance,New York,9947688,6259037
2018,Critical Illness,Florida,7415413,5917712
2017,Critical Illness,Florida,8309442,5247024
2024,Long-term Care,Illinois,4743625,5286391
2023,Cancer Insurance,Massachusetts,4931008,5032846
2016,Indemnity Health,Washington,5940743,5709600
2016,Dental & Vision,Massachusetts,5027060,4608255
2018,Accident Insurance,Missouri,4149021,3183177
2020,Cancer Insurance,Tennessee,3766087,2441296
2016,Indemnity Health,North Carolina,4226557,3239070
2019,Indemnity Health,Virginia,4301579,3650246
2023,Long-term Care,Washington,4097351,3708045
2018,Critical Illness,Maryland,3574880,1821868
2024,Cancer Insurance,Washington,4307884,3939835
2016,Accident Insurance,Tennessee,3487340,2738393
2018,Long-term Care,Indiana,3916809,3945787
2019,Accident Insurance,Illinois,5512614,3768449
2016,Dental & Vision,Georgia,3050253,2306298
2024,Cancer Insurance,Tennessee,4259226,4261606
2015,Cancer Insurance,Indiana,3353133,2342510
2024,Critical Illness,Washington,5350883,4347473
2018,Cancer Insurance,Maryland,4287624,3467864
2023,Critical Illness,Wisconsin,3943451,2781485
2015,Cancer Insurance,Illinois,5714314,3114619
2018,Cancer Insurance,Missouri,2308068,1784351
2023,Long-term Care,New Jersey,5857257,5927615
2015,Cancer Insurance,Virginia,4678740,3542894
2016,Long-term Care,Georgia,4122632,3815950
